fecha,momento,ingrediente,dosis,estado,origen
2026-08-28,medianoche,ZANAHORIA,25,no_dado,orig35
2026-08-29,mediodia,PECHUGA,100,dado,orig35
2026-08-29,mediodia,MUSLO,25,dado,orig35
2026-08-29,mediodia,ZAPALLITO,25,dado,orig35
2026-08-29,mediodia,ARROZ,25,dado,orig35
2026-08-29,mediodia,JUREL,25,dado,orig35
2026-08-29,mediodia,CALCIVET,"0,5",dado,orig35
2026-08-29,mediodia,TAURINA,"0,25",dado,orig35
2026-08-29,mediodia,ZANAHORIA,25,no_dado,orig35
2026-08-29,medianoche,PECHUGA,100,dado,orig35
2026-08-29,medianoche,MUSLO,25,dado,orig35
2026-08-29,medianoche,ZAPALLITO,25,dado,orig35
2026-08-29,medianoche,ARROZ,25,dado,orig35
2026-08-29,medianoche,CALCIVET,"0,5",dado,orig35
2026-08-29,medianoche,ZANAHORIA,25,no_dado,orig35
2026-08-30,mediodia,PECHUGA,100,dado,orig35
2026-08-30,mediodia,MUSLO,25,dado,orig35
2026-08-30,mediodia,ZAPALLITO,25,dado,orig35
2026-08-30,mediodia,ARROZ,25,dado,orig35
2026-08-30,mediodia,JUREL,25,no_dado,orig35
2026-08-30,mediodia,CALCIVET,"0,5",dado,orig35
2026-08-30,mediodia,TAURINA,"0,25",dado,orig35
2026-08-30,mediodia,ZANAHORIA,25,no_dado,orig35
2026-08-30,medianoche,PECHUGA,100,dado,orig35
2026-08-30,medianoche,MUSLO,25,dado,orig35
2026-08-30,medianoche,ZAPALLITO,25,dado,orig35
2026-08-30,medianoche,ARROZ,25,dado,orig35
2026-08-30,medianoche,CALCIVET,"0,5",dado,orig35
2026-08-30,medianoche,ZANAHORIA,25,no_dado,orig35
2026-08-31,mediodia,PECHUGA,100,dado,orig37
2026-08-31,mediodia,MUSLO,25,dado,orig37
2026-08-31,mediodia,ZAPALLITO,25,dado,orig37
2026-08-31,mediodia,ARROZ,25,dado,orig37
2026-08-31,mediodia,JUREL,25,dado,orig37
2026-08-31,mediodia,CALCIVET,"0,5",dado,orig37
2026-08-31,mediodia,TAURINA,"0,25",dado,orig37
2026-08-31,mediodia,SOPA_MORO,,vacio,orig37
2026-08-31,medianoche,PECHUGA,100,dado,orig37
2026-08-31,medianoche,MUSLO,25,dado,orig37
2026-08-31,medianoche,ZAPALLITO,25,dado,orig37
2026-08-31,medianoche,ARROZ,25,dado,orig37
2026-08-31,medianoche,CALCIVET,"0,5",dado,orig37
2026-08-31,medianoche,SOPA_MORO,,vacio,orig37
2026-09-01,mediodia,PECHUGA,100,dado,orig37
2026-09-01,mediodia,MUSLO,25,dado,orig37
2026-09-01,mediodia,ZAPALLITO,25,dado,orig37
2026-09-01,mediodia,ARROZ,25,dado,orig37
2026-09-01,mediodia,JUREL,25,no_dado,orig37
2026-09-01,mediodia,CALCIVET,"0,5",dado,orig37
2026-09-01,mediodia,TAURINA,"0,25",dado,orig37
2026-09-01,mediodia,SOPA_MORO,,vacio,orig37
2026-09-01,medianoche,PECHUGA,100,dado,orig37
2026-09-01,medianoche,MUSLO,25,dado,orig37
2026-09-01,medianoche,ZAPALLITO,25,dado,orig37
2026-09-01,medianoche,ARROZ,25,dado,orig37
2026-09-01,medianoche,CALCIVET,"0,5",dado,orig37
2026-09-01,medianoche,SOPA_MORO,,vacio,orig37
2026-09-02,mediodia,PECHUGA,100,dado,orig37
2026-09-02,mediodia,MUSLO,25,dado,orig37
2026-09-02,mediodia,ZAPALLITO,25,dado,orig37
2026-09-02,mediodia,ARROZ,25,dado,orig37
2026-09-02,mediodia,JUREL,25,dado,orig37
2026-09-02,mediodia,CALCIVET,"0,5",dado,orig37
2026-09-02,mediodia,TAURINA,"0,25",dado,orig37
2026-09-02,mediodia,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-02,medianoche,PECHUGA,100,dado,orig37
2026-09-02,medianoche,MUSLO,25,no_dado,orig37
2026-09-02,medianoche,ZAPALLITO,25,no_dado,orig37
2026-09-02,medianoche,ARROZ,25,dado,orig37
2026-09-02,medianoche,CALCIVET,"0,5",dado,orig37
2026-09-02,medianoche,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-03,mediodia,PECHUGA,100,dado,orig37
2026-09-03,mediodia,MUSLO,25,no_dado,orig37
2026-09-03,mediodia,ZAPALLITO,25,no_dado,orig37
2026-09-03,mediodia,ARROZ,25,dado,orig37
2026-09-03,mediodia,JUREL,25,no_dado,orig37
2026-09-03,mediodia,CALCIVET,"0,5",dado,orig37
2026-09-03,mediodia,TAURINA,"0,25",dado,orig37
2026-09-03,mediodia,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-03,medianoche,PECHUGA,100,dado,orig37
2026-09-03,medianoche,MUSLO,25,no_dado,orig37
2026-09-03,medianoche,ZAPALLITO,25,no_dado,orig37
2026-09-03,medianoche,ARROZ,25,dado,orig37
2026-09-03,medianoche,CALCIVET,"0,5",dado,orig37
2026-09-03,medianoche,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-04,mediodia,PECHUGA,100,dado,orig37
2026-09-04,mediodia,MUSLO,25,no_dado,orig37
2026-09-04,mediodia,ZAPALLITO,25,no_dado,orig37
2026-09-04,mediodia,ARROZ,25,dado,orig37
2026-09-04,mediodia,JUREL,25,no_dado,orig37
2026-09-04,mediodia,CALCIVET,"0,5",dado,orig37
2026-09-04,mediodia,TAURINA,"0,25",dado,orig37
2026-09-04,mediodia,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-04,medianoche,PECHUGA,100,dado,orig37
2026-09-04,medianoche,MUSLO,25,dado,orig37
2026-09-04,medianoche,ZAPALLITO,25,dado,orig37
2026-09-04,medianoche,ARROZ,25,dado,orig37
2026-09-04,medianoche,CALCIVET,"0,5",dado,orig37
2026-09-04,medianoche,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-05,mediodia,PECHUGA,100,dado,orig37
2026-09-05,mediodia,MUSLO,25,dado,orig37
2026-09-05,mediodia,ZAPALLITO,25,dado,orig37
2026-09-05,mediodia,ARROZ,25,dado,orig37
2026-09-05,mediodia,JUREL,25,no_dado,orig37
2026-09-05,mediodia,CALCIVET,"0,5",dado,orig37
2026-09-05,mediodia,TAURINA,"0,25",dado,orig37
2026-09-05,mediodia,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-05,medianoche,PECHUGA,100,dado,orig37
2026-09-05,medianoche,MUSLO,25,dado,orig37
2026-09-05,medianoche,ZAPALLITO,25,dado,orig37
2026-09-05,medianoche,ARROZ,25,dado,orig37
2026-09-05,medianoche,CALCIVET,"0,5",dado,orig37
2026-09-05,medianoche,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-06,mediodia,PECHUGA,100,dado,orig37
2026-09-06,mediodia,MUSLO,25,dado,orig37
2026-09-06,mediodia,ZAPALLITO,25,dado,orig37
2026-09-06,mediodia,ARROZ,25,dado,orig37
2026-09-06,mediodia,JUREL,25,dado,orig37
2026-09-06,mediodia,CALCIVET,"0,5",dado,orig37
2026-09-06,mediodia,TAURINA,"0,25",dado,orig37
2026-09-06,mediodia,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-06,medianoche,PECHUGA,100,dado,orig37
2026-09-06,medianoche,MUSLO,25,dado,orig37
2026-09-06,medianoche,ZAPALLITO,25,dado,orig37
2026-09-06,medianoche,ARROZ,25,dado,orig37
2026-09-06,medianoche,CALCIVET,"0,5",dado,orig37
2026-09-06,medianoche,SOPA_MORO,3 cucharadas,dado,orig37
2026-09-07,mediodia,PECHUGA,100,dado,orig39
2026-09-07,mediodia,MUSLO,25,dado,orig39
2026-09-07,mediodia,ZAPALLITO,25,no_dado,orig39
2026-09-07,mediodia,ARROZ,25,dado,orig39
2026-09-07,mediodia,JUREL,25,no_dado,orig39
2026-09-07,mediodia,CALCIVET,"0,5",dado,orig39
2026-09-07,mediodia,TAURINA,"0,25",dado,orig39
2026-09-07,mediodia,SOPA_MORO,3 cucharadas,dado,orig39
2026-09-07,mediodia,MANZANA,20,no_dado,orig39
2026-09-07,mediodia,BONIATO,25,no_dado,orig39
2026-09-07,mediodia,CERDO,125,vacio,orig39
2026-09-07,medianoche,PECHUGA,100,dado,orig39
2026-09-07,medianoche,MUSLO,25,dado,orig39
2026-09-07,medianoche,ZAPALLITO,25,no_dado,orig39
2026-09-07,medianoche,ARROZ,25,dado,orig39
2026-09-07,medianoche,CALCIVET,"0,5",dado,orig39
2026-09-07,medianoche,SOPA_MORO,3 cucharadas,dado,orig39
2026-09-07,medianoche,MANZANA,20,no_dado,orig39
2026-09-07,medianoche,BONIATO,25,no_dado,orig39
2026-09-07,medianoche,CERDO,125,no_dado,orig39
2026-09-08,mediodia,PECHUGA,100,dado,orig39
2026-09-08,mediodia,MUSLO,25,dado,orig39
2026-09-08,mediodia,ZAPALLITO,25,no_dado,orig39
2026-09-08,mediodia,ARROZ,25,dado,orig39
2026-09-08,mediodia,JUREL,25,dado,orig39
2026-09-08,mediodia,CALCIVET,"0,5",dado,orig39
2026-09-08,mediodia,TAURINA,"0,25",dado,orig39
2026-09-08,mediodia,SOPA_MORO,3 cucharadas,dado,orig39
2026-09-08,mediodia,MANZANA,20,no_dado,orig39
2026-09-08,mediodia,BONIATO,25,no_dado,orig39
2026-09-08,mediodia,CERDO,125,vacio,orig39
2026-09-08,medianoche,PECHUGA,100,dado,orig39
2026-09-08,medianoche,MUSLO,25,no_dado,orig39
2026-09-08,medianoche,ZAPALLITO,25,no_dado,orig39
2026-09-08,medianoche,ARROZ,25,no_dado,orig39
2026-09-08,medianoche,CALCIVET,"0,5",dado,orig39
2026-09-08,medianoche,SOPA_MORO,,no_dado,orig39
2026-09-08,medianoche,MANZANA,20,dado,orig39
2026-09-08,medianoche,BONIATO,25,dado,orig39
2026-09-08,medianoche,CERDO,125,no_dado,orig39
2026-09-09,mediodia,PECHUGA,125,dado,orig39
2026-09-09,mediodia,MUSLO,25,no_dado,orig39
2026-09-09,mediodia,ZAPALLITO,25,no_dado,orig39
2026-09-09,mediodia,ARROZ,25,no_dado,orig39
2026-09-09,mediodia,JUREL,25,no_dado,orig39
2026-09-09,mediodia,CALCIVET,"0,5",dado,orig39
2026-09-09,mediodia,TAURINA,"0,25",dado,orig39
2026-09-09,mediodia,SOPA_MORO,,no_dado,orig39
2026-09-09,mediodia,MANZANA,20,dado,orig39
2026-09-09,mediodia,BONIATO,25,dado,orig39
2026-09-09,mediodia,CERDO,125,vacio,orig39
2026-09-09,medianoche,PECHUGA,100,no_dado,orig39
2026-09-09,medianoche,MUSLO,25,no_dado,orig39
2026-09-09,medianoche,ZAPALLITO,25,no_dado,orig39
2026-09-09,medianoche,ARROZ,25,no_dado,orig39
2026-09-09,medianoche,CALCIVET,"0,5",dado,orig39
2026-09-09,medianoche,SOPA_MORO,,no_dado,orig39
2026-09-09,medianoche,MANZANA,20,dado,orig39
2026-09-09,medianoche,BONIATO,25,dado,orig39
2026-09-09,medianoche,CERDO,125,dado,orig39
2026-09-10,mediodia,PECHUGA,100,no_dado,orig39
2026-09-10,mediodia,MUSLO,25,no_dado,orig39
2026-09-10,mediodia,ZAPALLITO,25,no_dado,orig39
2026-09-10,mediodia,ARROZ,25,no_dado,orig39
2026-09-10,mediodia,JUREL,25,no_dado,orig39
2026-09-10,mediodia,CALCIVET,"0,5",dado,orig39
2026-09-10,mediodia,TAURINA,"0,25",dado,orig39
2026-09-10,mediodia,SOPA_MORO,,no_dado,orig39
2026-09-10,mediodia,MANZANA,20,dado,orig39
2026-09-10,mediodia,BONIATO,25,dado,orig39
2026-09-10,mediodia,CERDO,125,dado,orig39
2026-09-10,medianoche,PECHUGA,100,no_dado,orig39
2026-09-10,medianoche,MUSLO,25,no_dado,orig39
2026-09-10,medianoche,ZAPALLITO,25,no_dado,orig39
2026-09-10,medianoche,ARROZ,25,no_dado,orig39
2026-09-10,medianoche,CALCIVET,"0,5",dado,orig39
2026-09-10,medianoche,SOPA_MORO,,no_dado,orig39
2026-09-10,medianoche,MANZANA,20,dado,orig39
2026-09-10,medianoche,BONIATO,25,dado,orig39
2026-09-10,medianoche,CERDO,125,dado,orig39
2026-09-11,mediodia,PECHUGA,100,no_dado,orig39
2026-09-11,mediodia,MUSLO,25,no_dado,orig39
2026-09-11,mediodia,ZAPALLITO,25,no_dado,orig39
2026-09-11,mediodia,ARROZ,25,no_dado,orig39
2026-09-11,mediodia,JUREL,25,no_dado,orig39
2026-09-11,mediodia,CALCIVET,"0,5",dado,orig39
2026-09-11,mediodia,TAURINA,"0,25",dado,orig39
2026-09-11,mediodia,SOPA_MORO,,no_dado,orig39
2026-09-11,mediodia,MANZANA,20,dado,orig39
2026-09-11,mediodia,BONIATO,25,dado,orig39
2026-09-11,mediodia,CERDO,125,dado,orig39
2026-09-11,medianoche,PECHUGA,100,no_dado,orig39
2026-09-11,medianoche,MUSLO,25,no_dado,orig39
2026-09-11,medianoche,ZAPALLITO,25,no_dado,orig39
2026-09-11,medianoche,ARROZ,25,no_dado,orig39
2026-09-11,medianoche,CALCIVET,"0,5",dado,orig39
2026-09-11,medianoche,SOPA_MORO,,no_dado,orig39
2026-09-11,medianoche,MANZANA,20,dado,orig39
2026-09-11,medianoche,BONIATO,25,dado,orig39
2026-09-11,medianoche,CERDO,125,dado,orig39
2026-09-12,mediodia,PECHUGA,100,no_dado,orig39
2026-09-12,mediodia,MUSLO,25,no_dado,orig39
2026-09-12,mediodia,ZAPALLITO,25,no_dado,orig39
2026-09-12,mediodia,ARROZ,25,no_dado,orig39
2026-09-12,mediodia,JUREL,25,no_dado,orig39
2026-09-12,mediodia,CALCIVET,"0,5",dado,orig39
2026-09-12,mediodia,TAURINA,"0,25",dado,orig39
2026-09-12,mediodia,SOPA_MORO,,no_dado,orig39
2026-09-12,mediodia,MANZANA,20,dado,orig39
2026-09-12,mediodia,BONIATO,25,dado,orig39
2026-09-12,mediodia,CERDO,125,dado,orig39
2026-09-12,medianoche,PECHUGA,100,no_dado,orig39
2026-09-12,medianoche,MUSLO,25,no_dado,orig39
2026-09-12,medianoche,ZAPALLITO,25,no_dado,orig39
2026-09-12,medianoche,ARROZ,25,no_dado,orig39
2026-09-12,medianoche,CALCIVET,"0,5",dado,orig39
2026-09-12,medianoche,SOPA_MORO,,no_dado,orig39
2026-09-12,medianoche,MANZANA,20,dado,orig39
2026-09-12,medianoche,BONIATO,25,dado,orig39
2026-09-12,medianoche,CERDO,125,dado,orig39
2026-09-13,mediodia,PECHUGA,100,no_dado,orig39
2026-09-13,mediodia,MUSLO,25,no_dado,orig39
2026-09-13,mediodia,ZAPALLITO,25,no_dado,orig39
2026-09-13,mediodia,ARROZ,25,no_dado,orig39
2026-09-13,mediodia,JUREL,25,no_dado,orig39
2026-09-13,mediodia,CALCIVET,"0,5",dado,orig39
2026-09-13,mediodia,TAURINA,"0,25",dado,orig39
2026-09-13,mediodia,SOPA_MORO,,no_dado,orig39
2026-09-13,mediodia,MANZANA,20,dado,orig39
2026-09-13,mediodia,BONIATO,25,dado,orig39
2026-09-13,mediodia,CERDO,125,dado,orig39
2026-09-13,medianoche,PECHUGA,100,no_dado,orig39
2026-09-13,medianoche,MUSLO,25,no_dado,orig39
2026-09-13,medianoche,ZAPALLITO,25,no_dado,orig39
2026-09-13,medianoche,ARROZ,25,no_dado,orig39
2026-09-13,medianoche,CALCIVET,"0,5",dado,orig39
2026-09-13,medianoche,SOPA_MORO,,no_dado,orig39
2026-09-13,medianoche,MANZANA,20,dado,orig39
2026-09-13,medianoche,BONIATO,25,dado,orig39
2026-09-13,medianoche,CERDO,125,dado,orig39
2026-09-14,mediodia,PECHUGA,100,no_dado,usuario
2026-09-14,mediodia,MUSLO,25,no_dado,usuario
2026-09-14,mediodia,ZAPALLITO,25,no_dado,usuario
2026-09-14,mediodia,ARROZ,25,no_dado,usuario
2026-09-14,mediodia,JUREL,25,no_dado,usuario
2026-09-14,mediodia,CALCIVET,"0,5",dado,usuario
2026-09-14,mediodia,TAURINA,"0,25",dado,usuario
2026-09-14,mediodia,SOPA_MORO,,no_dado,usuario
2026-09-14,mediodia,MANZANA,20,dado,usuario
2026-09-14,mediodia,BONIATO,25,dado,usuario
2026-09-14,mediodia,CERDO,125,dado,usuario
2026-09-14,medianoche,PECHUGA,100,no_dado,usuario
2026-09-14,medianoche,MUSLO,25,no_dado,usuario
2026-09-14,medianoche,ZAPALLITO,25,no_dado,usuario
2026-09-14,medianoche,ARROZ,25,no_dado,usuario
2026-09-14,medianoche,CALCIVET,"0,5",dado,usuario
2026-09-14,medianoche,SOPA_MORO,,no_dado,usuario
2026-09-14,medianoche,MANZANA,20,dado,usuario
2026-09-14,medianoche,BONIATO,25,dado,usuario
2026-09-14,medianoche,CERDO,125,dado,usuario
2026-09-15,mediodia,PECHUGA,100,no_dado,usuario
2026-09-15,mediodia,MUSLO,25,no_dado,usuario
2026-09-15,mediodia,ZAPALLITO,25,no_dado,usuario
2026-09-15,mediodia,ARROZ,25,no_dado,usuario
2026-09-15,mediodia,JUREL,25,no_dado,usuario
2026-09-15,mediodia,CALCIVET,"0,5",dado,usuario
2026-09-15,mediodia,TAURINA,"0,25",dado,usuario
2026-09-15,mediodia,SOPA_MORO,,no_dado,usuario
2026-09-15,mediodia,MANZANA,20,dado,usuario
2026-09-15,mediodia,BONIATO,25,dado,usuario
2026-09-15,mediodia,CERDO,125,dado,usuario
2026-09-15,medianoche,PECHUGA,100,no_dado,usuario
2026-09-15,medianoche,MUSLO,25,no_dado,usuario
2026-09-15,medianoche,ZAPALLITO,25,no_dado,usuario
2026-09-15,medianoche,ARROZ,25,no_dado,usuario
2026-09-15,medianoche,CALCIVET,"0,5",dado,usuario
2026-09-15,medianoche,SOPA_MORO,,no_dado,usuario
2026-09-15,medianoche,MANZANA,20,dado,usuario
2026-09-15,medianoche,BONIATO,25,dado,usuario
2026-09-15,medianoche,CERDO,125,dado,usuario
2026-09-16,mediodia,PECHUGA,100,no_dado,usuario
2026-09-16,mediodia,MUSLO,25,no_dado,usuario
2026-09-16,mediodia,ZAPALLITO,25,no_dado,usuario
2026-09-16,mediodia,ARROZ,25,no_dado,usuario
2026-09-16,mediodia,JUREL,25,no_dado,usuario
2026-09-16,mediodia,CALCIVET,"0,5",dado,usuario
2026-09-16,mediodia,TAURINA,"0,25",dado,usuario
2026-09-16,mediodia,SOPA_MORO,,no_dado,usuario
2026-09-16,mediodia,MANZANA,20,dado,usuario
2026-09-16,mediodia,BONIATO,25,dado,usuario
2026-09-16,mediodia,CERDO,125,dado,usuario
2026-09-16,medianoche,PECHUGA,100,no_dado,usuario
2026-09-16,medianoche,MUSLO,25,no_dado,usuario
2026-09-16,medianoche,ZAPALLITO,25,no_dado,usuario
2026-09-16,medianoche,ARROZ,25,no_dado,usuario
2026-09-16,medianoche,CALCIVET,"0,5",dado,usuario
2026-09-16,medianoche,SOPA_MORO,,no_dado,usuario
2026-09-16,medianoche,MANZANA,20,dado,usuario
2026-09-16,medianoche,BONIATO,25,dado,usuario
2026-09-16,medianoche,CERDO,125,dado,usuario
2026-09-17,mediodia,PECHUGA,100,no_dado,usuario
2026-09-17,mediodia,MUSLO,25,no_dado,usuario
2026-09-17,mediodia,ZAPALLITO,25,no_dado,usuario
2026-09-17,mediodia,ARROZ,25,no_dado,usuario
2026-09-17,mediodia,JUREL,25,no_dado,usuario
2026-09-17,mediodia,CALCIVET,"0,5",dado,usuario
2026-09-17,mediodia,TAURINA,"0,25",dado,usuario
2026-09-17,mediodia,SOPA_MORO,,no_dado,usuario
2026-09-17,mediodia,MANZANA,20,dado,usuario
2026-09-17,mediodia,BONIATO,25,dado,usuario
2026-09-17,mediodia,CERDO,125,dado,usuario
2026-09-17,medianoche,PECHUGA,100,no_dado,usuario
2026-09-17,medianoche,MUSLO,25,no_dado,usuario
2026-09-17,medianoche,ZAPALLITO,25,no_dado,usuario
2026-09-17,medianoche,ARROZ,25,no_dado,usuario
2026-09-17,medianoche,CALCIVET,"0,5",dado,usuario
2026-09-17,medianoche,SOPA_MORO,,no_dado,usuario
2026-09-17,medianoche,MANZANA,20,dado,usuario
2026-09-17,medianoche,BONIATO,25,dado,usuario
2026-09-17,medianoche,CERDO,125,dado,usuario
2026-09-18,mediodia,PECHUGA,100,no_dado,usuario
2026-09-18,mediodia,MUSLO,25,no_dado,usuario
2026-09-18,mediodia,ZAPALLITO,25,no_dado,usuario
2026-09-18,mediodia,ARROZ,25,no_dado,usuario
2026-09-18,mediodia,JUREL,25,no_dado,usuario
2026-09-18,mediodia,CALCIVET,"0,5",dado,usuario
2026-09-18,mediodia,TAURINA,"0,25",dado,usuario
2026-09-18,mediodia,SOPA_MORO,,no_dado,usuario
2026-09-18,mediodia,MANZANA,20,dado,usuario
2026-09-18,mediodia,BONIATO,25,dado,usuario
2026-09-18,mediodia,CERDO,125,dado,usuario
2026-09-18,medianoche,PECHUGA,100,no_dado,usuario
2026-09-18,medianoche,MUSLO,25,no_dado,usuario
2026-09-18,medianoche,ZAPALLITO,25,no_dado,usuario
2026-09-18,medianoche,ARROZ,25,no_dado,usuario
2026-09-18,medianoche,CALCIVET,"0,5",dado,usuario
2026-09-18,medianoche,SOPA_MORO,,no_dado,usuario
2026-09-18,medianoche,MANZANA,20,dado,usuario
2026-09-18,medianoche,BONIATO,25,dado,usuario
2026-09-18,medianoche,CERDO,125,dado,usuario
2026-09-19,mediodia,PECHUGA,100,no_dado,usuario
2026-09-19,mediodia,MUSLO,25,no_dado,usuario
2026-09-19,mediodia,ZAPALLITO,25,no_dado,usuario
2026-09-19,mediodia,ARROZ,25,no_dado,usuario
2026-09-19,mediodia,JUREL,25,no_dado,usuario
2026-09-19,mediodia,CALCIVET,"0,5",dado,usuario
2026-09-19,mediodia,TAURINA,"0,25",dado,usuario
2026-09-19,mediodia,SOPA_MORO,,no_dado,usuario
2026-09-19,mediodia,MANZANA,20,dado,usuario
2026-09-19,mediodia,BONIATO,25,dado,usuario
2026-09-19,mediodia,CERDO,125,dado,usuario
2026-09-19,medianoche,PECHUGA,100,no_dado,usuario
2026-09-19,medianoche,MUSLO,25,no_dado,usuario
2026-09-19,medianoche,ZAPALLITO,25,no_dado,usuario
2026-09-19,medianoche,ARROZ,25,no_dado,usuario
2026-09-19,medianoche,CALCIVET,"0,5",dado,usuario
2026-09-19,medianoche,SOPA_MORO,,no_dado,usuario
2026-09-19,medianoche,MANZANA,20,dado,usuario
2026-09-19,medianoche,BONIATO,25,dado,usuario
2026-09-19,medianoche,CERDO,125,dado,usuario
